,your_best(red)
,<Average Winning Rate>
your_base1,-0.0
your_base2,0.3333333333333333
your_base3,1.0
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.5833333333333333
,<Average Scores>
your_base1,0.0
your_base2,3.3333333333333335
your_base3,12.333333333333334
baesline,7.333333333333333
Avg_Score,5.75
